graph_idx, node_type, node_idx, method              , sparsity_target, mask_baseline_mode, ig_baseline_mode, pred_orig           , pred_drop            , pred_keep            , target               , error_orig            , error_drop            , error_keep           , fid_plus_model        , fid_minus_model       , fid_plus_error_delta   , fid_minus_error_delta , n_features, k_features, actual_sparsity_feat
      170, H        ,        1, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.08064423501491547, -0.0965217724442482  , -0.06593764573335648 , -0.027961499989032745, 0.05268273502588272   ,  0.06856027245521545  , 0.03797614574432373  , 0.015877537429332733  , 0.01470658928155899   , 0.015877537429332733   , -0.01470658928155899  ,         33,          4,   0.8787878787878788
      170, H        ,        1, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.08064423501491547, -0.06671511381864548 , -0.07440672069787979 , -0.027961499989032745, 0.05268273502588272   ,  0.03875361382961273  , 0.046445220708847046 , 0.013929121196269989  , 0.006237514317035675  , -0.013929121196269989  , -0.006237514317035675 ,         33,          4,   0.8787878787878788
      170, H        ,        2, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.08063553273677826, -0.08000777661800385 , -0.07582396268844604 , -0.027961499989032745, 0.052674032747745514  ,  0.0520462766289711   , 0.0478624626994133   , 0.0006277561187744141 , 0.004811570048332214  , -0.0006277561187744141 , -0.004811570048332214 ,         33,          4,   0.8787878787878788
      170, H        ,        2, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.08063553273677826, -0.06670717895030975 , -0.07440513372421265 , -0.027961499989032745, 0.052674032747745514  ,  0.03874567896127701  , 0.0464436337351799   , 0.013928353786468506  , 0.006230399012565613  , -0.013928353786468506  , -0.006230399012565613 ,         33,          4,   0.8787878787878788
      170, H        ,        3, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.08062697947025299, -0.08147075772285461 , -0.07344166934490204 , -0.026961499825119972, 0.05366547964513302   ,  0.05450925789773464  , 0.046480169519782066 , 0.0008437782526016235 , 0.007185310125350952  , 0.0008437782526016235  , -0.007185310125350952 ,         33,          4,   0.8787878787878788
      170, H        ,        3, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.08062697947025299, -0.06670860946178436 , -0.07439397275447845 , -0.026961499825119972, 0.05366547964513302   ,  0.03974710963666439  , 0.04743247292935848  , 0.013918370008468628  , 0.006233006715774536  , -0.013918370008468628  , -0.006233006715774536 ,         33,          4,   0.8787878787878788
      170, H        ,        4, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.07791470736265182, -0.05296861380338669 , -0.07472258806228638 , -0.027961499989032745, 0.04995320737361908   ,  0.025007113814353943 , 0.04676108807325363  , 0.024946093559265137  , 0.003192119300365448  , -0.024946093559265137  , -0.003192119300365448 ,         33,          4,   0.8787878787878788
      170, H        ,        4, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.07791470736265182, -0.06182045117020607 , -0.0750126913189888  , -0.027961499989032745, 0.04995320737361908   ,  0.033858951181173325 , 0.047051191329956055 , 0.016094256192445755  , 0.002902016043663025  , -0.016094256192445755  , -0.002902016043663025 ,         33,          4,   0.8787878787878788
      170, H        ,        5, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.07790467888116837, -0.08478513360023499 , -0.0708320140838623  , -0.026961499825119972, 0.05094317905604839   ,  0.05782363377511501  , 0.04387051425874233  , 0.00688045471906662   , 0.007072664797306061  , 0.00688045471906662    , -0.007072664797306061 ,         33,          4,   0.8787878787878788
      170, H        ,        5, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.07790467888116837, -0.061820000410079956, -0.07500461488962173 , -0.026961499825119972, 0.05094317905604839   ,  0.034858500584959984 , 0.04804311506450176  , 0.01608467847108841   , 0.002900063991546631  , -0.01608467847108841   , -0.002900063991546631 ,         33,          4,   0.8787878787878788
      170, H        ,        6, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.07790350168943405, -0.08060403168201447 , -0.07330917567014694 , -0.026961499825119972, 0.05094200186431408   ,  0.05364253185689449  , 0.04634767584502697  , 0.002700529992580414  , 0.004594326019287109  , 0.002700529992580414   , -0.004594326019287109 ,         33,          4,   0.8787878787878788
      170, H        ,        6, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.07790350168943405, -0.06540489196777344 , -0.07384160161018372 , -0.026961499825119972, 0.05094200186431408   ,  0.038443392142653465 , 0.046880101785063744 , 0.012498609721660614  , 0.004061900079250336  , -0.012498609721660614  , -0.004061900079250336 ,         33,          4,   0.8787878787878788
      170, H        ,        7, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.07790827751159668, -0.07786145806312561 , -0.07286764681339264 , -0.02896150015294552 , 0.04894677735865116   ,  0.04889995791018009  , 0.04390614666044712  , 4.6819448471069336e-05, 0.0050406306982040405 , -4.6819448471069336e-05, -0.0050406306982040405,         33,          4,   0.8787878787878788
